race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,extraversion,neuroticism,agreeableness,conscientiousness,openness
3,34,English (native),Male,Right,Google,US,3,4,2,3,1,5,1,2,2,1,3,4,5,3,2,1,3,2,2,3,5,4,5,5,4,5,4,4,5,5,4,4,4,5,2,4,5,5,4,2,5,5,5,5,5,5,5,4,5,5,2.4,2.8,4.6,3.9,4.9
13,20,Not English (native),Male,Right,Test site,MX,3,4,4,4,4,4,4,3,4,3,2,2,4,1,2,1,2,2,4,1,5,5,3,4,5,3,4,4,4,4,4,3,4,3,1,2,5,2,4,4,5,5,2,5,4,3,5,5,5,4,3.7,2.1,4.1,3.2,4.3
3,16,Not English (native),Female,Right,Test site,GB,1,1,2,1,2,5,1,2,5,5,5,5,4,3,5,3,3,3,3,3,2,4,5,4,1,2,3,3,5,2,5,4,3,3,3,1,4,2,5,4,5,3,5,3,5,5,5,4,4,5,2.5,3.7,3.1,3.4,4.4
4,22,English (native),Male,Right,Test site,IN,3,5,5,3,4,3,4,1,4,3,5,4,5,3,5,5,2,1,2,3,5,5,5,5,5,5,5,5,5,4,4,2,5,3,4,3,5,5,4,3,4,4,5,5,5,5,4,3,5,5,3.5,3.5,4.9,3.8,4.5
3,27,English (native),Male,Right,Test site,NZ,4,2,3,2,2,3,2,2,3,2,3,2,3,4,5,3,2,2,4,3,4,5,1,4,4,4,4,3,3,4,4,3,2,3,2,2,4,3,2,2,5,2,4,5,4,5,2,4,4,4,2.5,3.1,3.6,2.7,3.9
3,51,English (native),Female,Both,NA,US,2,2,4,3,4,4,2,2,2,2,3,3,3,4,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,4,4,3,5,4,3,3,3,5,3,5,4,4,5,5,4,5,5,3,5,3,2.7,2,4.5,3.8,4.3
3,18,English (native),Male,Both,Test site,GB,3,2,3,1,3,2,2,1,2,2,4,2,4,3,1,1,4,4,3,3,4,3,5,5,3,4,4,5,4,3,5,5,5,4,5,5,4,4,3,4,4,5,5,4,4,3,5,3,3,4,2.1,2.9,4,4.4,4
6,19,English (native),Male,Right,Google,US,1,5,2,3,5,5,3,3,2,4,5,5,5,4,1,5,3,3,5,4,3,2,3,4,4,3,3,4,4,4,1,3,1,3,1,1,3,3,1,3,1,3,5,3,5,5,3,1,2,5,3.3,4,3.4,2,3.3
5,14,English (native),Male,Left,Test site,US,4,4,3,3,4,4,3,2,5,2,3,2,3,4,1,2,2,1,3,2,1,4,4,4,5,4,5,4,4,3,3,2,3,2,2,1,2,3,1,3,3,4,3,4,3,5,3,2,5,5,3.4,2.3,3.8,2.2,3.7
3,43,English (native),Female,Right,Test site,GB,1,2,2,1,3,4,1,1,1,1,5,4,5,5,5,5,5,5,5,5,1,3,5,3,4,1,4,3,3,1,3,1,5,1,1,1,5,2,1,4,4,1,5,3,3,5,3,2,5,5,1.7,4.9,2.8,2.4,3.6
1,25,English (native),Male,Right,NA,US,1,4,2,2,3,2,1,2,1,1,1,4,2,4,2,1,1,1,3,1,5,2,5,4,4,3,3,4,4,3,5,4,4,3,3,5,5,5,4,5,4,5,2,1,2,2,4,2,5,3,1.9,2,3.7,4.3,3
3,18,English (native),Female,Right,Test site,US,2,2,2,2,2,2,2,1,1,2,4,4,5,5,3,4,3,3,4,4,2,2,2,3,2,2,2,3,3,2,4,4,4,3,3,5,4,3,3,3,4,4,4,3,4,4,4,3,4,4,1.8,3.9,2.3,3.6,3.8
3,31,English (native),Male,Right,Test site,US,4,3,5,4,4,4,5,4,5,3,4,3,5,3,5,4,5,4,4,4,1,3,2,2,3,2,4,4,4,3,3,5,5,5,3,5,5,4,3,3,5,3,5,5,4,4,5,4,4,3,4.1,4.1,2.8,4.1,4.2
3,27,English (native),Female,Right,Google,US,4,4,4,3,3,5,5,2,3,3,2,2,3,3,3,2,2,2,2,2,4,5,3,4,5,3,5,5,5,5,3,4,4,4,3,4,4,4,4,3,3,5,4,5,3,4,3,3,5,3,3.6,2.3,4.4,3.7,3.8
1,20,English (native),Female,Right,.edu,US,4,5,4,4,4,4,5,4,4,4,4,2,2,2,4,3,2,4,4,2,5,5,4,5,5,5,4,4,4,4,3,4,3,4,3,2,3,3,3,3,3,4,4,4,3,4,3,3,4,3,4.2,2.9,4.5,3.1,3.5
1,40,English (native),Female,Right,Test site,US,3,4,4,2,5,5,2,2,2,1,2,4,5,4,2,2,2,2,4,3,5,5,2,5,5,4,4,5,5,5,2,1,4,5,2,2,2,3,2,4,4,3,5,4,5,5,4,2,4,5,3,3,4.5,2.7,4.1
3,20,Not English (native),Female,Right,Test site,ZA,2,5,4,3,4,4,3,2,3,3,4,3,5,4,4,4,5,4,4,4,5,5,4,5,5,5,5,5,4,4,3,5,3,3,2,5,4,3,2,3,4,5,4,4,3,4,5,4,5,3,3.3,4.1,4.7,3.3,4.1
13,16,Not English (native),Male,Right,Google,GB,3,5,3,4,3,5,2,1,3,1,2,1,3,4,3,5,2,2,3,2,2,4,3,4,5,3,5,3,5,3,1,2,3,5,3,3,5,3,2,3,3,5,5,5,3,5,4,4,5,5,3,2.7,3.7,3,4.4
4,19,Not English (native),Male,Right,Test site,IN,4,1,1,1,4,1,1,1,5,5,5,1,2,1,5,5,5,5,5,5,1,4,1,4,5,5,4,1,5,5,4,1,2,1,4,1,5,1,1,5,2,4,5,5,5,4,5,4,5,5,2.4,3.9,3.5,2.5,4.4
13,24,Not English (native),Male,Right,Test site,BR,3,4,4,2,4,3,3,2,3,3,3,3,4,4,4,3,4,3,3,4,2,4,3,4,4,2,4,4,4,3,1,2,4,1,1,1,2,2,2,2,4,5,5,4,3,5,4,5,4,4,3.1,3.5,3.4,1.8,4.3
3,44,Not English (native),Male,Right,Test site,AT,1,2,4,3,5,5,5,2,5,5,2,3,4,4,1,2,3,2,1,1,4,4,5,4,3,5,1,4,5,5,2,2,5,4,3,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,3.7,2.3,4,3.1,5
3,23,English (native),Female,Right,Test site,GB,4,5,4,4,4,5,2,4,5,4,2,4,4,3,5,4,3,2,3,2,5,4,5,5,5,4,5,5,5,4,2,2,2,2,1,1,2,2,3,3,4,4,5,3,4,5,4,4,5,4,4.1,3.2,4.7,2,4.2
3,40,English (native),Male,Right,Test site,US,2,4,4,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,3,3,3,3,4,3,2,4,2,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,2,2,2,4,3,3,4,3,2.5,2.5,3.2,3.8,2.9
5,32,English (native),Male,Right,Test site,GB,3,4,2,2,5,5,4,2,4,3,3,3,4,3,3,3,2,3,4,3,2,5,4,5,5,5,5,5,5,5,4,2,5,3,3,2,1,3,5,4,5,3,5,3,5,5,3,5,5,5,3.4,3.1,4.6,3.2,4.4
1,40,English (native),Female,Right,Test site,US,2,5,4,2,4,5,4,1,4,1,2,4,4,3,1,2,2,1,4,2,1,5,5,5,5,5,5,4,4,5,3,1,5,5,1,1,4,4,1,5,3,4,2,3,5,2,5,2,4,5,3.2,2.5,4.4,3,3.5
3,58,English (native),Female,Right,Test site,GB,3,5,4,4,5,5,5,4,5,5,3,4,5,3,5,5,5,4,5,3,2,1,5,2,2,3,3,4,2,3,5,5,5,3,5,5,5,5,5,5,2,5,5,1,3,5,5,1,5,3,4.5,4.2,2.7,4.8,3.5
11,24,Not English (native),Male,Right,NA,US,4,5,4,2,5,3,5,3,5,3,5,2,5,2,5,3,2,2,4,3,2,5,3,4,1,3,3,4,5,4,3,3,5,3,1,4,4,3,4,3,2,3,4,1,4,4,5,3,4,3,3.9,3.3,3.4,3.3,3.3
3,24,English (native),Female,Right,Test site,GB,2,2,3,1,3,2,4,1,1,1,3,4,5,5,3,4,4,4,2,4,1,4,5,4,5,3,4,4,4,3,4,2,5,4,3,3,3,4,3,4,3,4,5,4,2,4,5,3,5,2,2,3.8,3.7,3.5,3.7
3,21,English (native),Female,Right,Test site,US,2,2,3,2,3,4,2,2,2,1,4,3,4,2,3,2,2,2,2,2,5,4,5,5,5,5,5,4,5,4,4,5,5,4,4,4,5,5,5,4,4,4,5,4,4,5,4,3,5,3,2.3,2.6,4.7,4.5,4.1
3,18,English (native),Male,Right,Test site,GB,3,5,2,4,4,4,2,3,3,3,3,2,3,2,1,1,2,1,5,1,2,2,1,2,2,2,2,2,4,2,4,2,5,4,2,3,4,4,5,4,5,3,4,4,5,5,5,5,4,5,3.3,2.1,2.1,3.7,4.5
13,35,English (native),Female,Left,Google,US,1,1,1,1,1,2,1,1,1,1,2,1,2,5,2,1,2,2,2,5,2,1,4,2,1,4,1,2,2,2,4,5,4,5,2,4,5,1,4,5,4,5,5,5,5,5,5,2,5,4,1.1,2.4,2.1,3.9,4.5
4,22,Not English (native),Female,Right,Google,GB,3,3,5,4,5,4,5,4,3,5,5,2,5,5,2,1,3,1,2,1,1,3,5,5,1,5,4,5,4,5,3,5,5,5,2,5,4,5,4,5,4,2,4,4,2,5,4,1,2,3,4.1,2.7,3.8,4.3,3.1
3,18,English (native),Female,Both,Google,US,2,3,2,3,3,3,2,3,4,1,3,2,4,4,2,2,4,4,4,3,4,4,3,2,2,2,4,4,4,2,4,2,2,2,2,2,2,4,4,2,4,4,4,4,3,5,4,4,4,4,2.6,3.2,3.1,2.6,4
11,26,Not English (native),Male,Right,Test site,US,4,5,5,4,5,5,5,4,5,4,5,3,5,4,2,4,4,4,3,4,5,5,1,4,4,2,4,5,4,4,4,2,5,3,2,1,4,5,4,3,4,3,5,2,5,5,2,2,5,4,4.6,3.8,3.8,3.3,3.7
3,27,Not English (native),Male,Left,Google,CA,3,4,4,4,4,4,4,2,4,3,3,2,3,3,2,2,3,2,2,2,2,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,2,4,3,3.6,2.4,3.9,3,3.5
1,30,English (native),Female,Right,Google,US,3,4,3,3,3,4,1,3,3,2,4,3,3,3,2,3,2,2,4,2,5,4,5,5,4,5,4,5,4,4,3,1,1,3,1,1,4,3,3,2,5,5,3,5,5,4,5,5,4,3,2.9,2.8,4.5,2.2,4.4
3,20,English (native),Female,Right,Test site,US,3,4,4,4,4,4,5,3,3,3,4,3,4,3,2,3,4,3,3,3,5,5,5,5,5,5,5,4,5,4,3,3,4,2,2,2,3,5,2,4,4,5,5,5,4,5,3,3,5,4,3.7,3.2,4.8,3,4.3
3,21,Not English (native),Female,Right,Test site,DE,1,1,1,1,2,4,1,1,1,1,3,4,4,3,2,1,2,2,2,2,2,5,3,3,2,2,1,3,3,2,5,4,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1.4,2.5,2.6,4.5,5
3,20,English (native),Female,Right,Test site,US,2,5,3,2,3,4,2,2,2,1,3,3,5,4,3,2,3,1,4,3,5,4,2,5,4,5,4,4,4,3,2,1,4,1,1,2,4,4,4,3,4,3,4,3,5,4,5,4,5,5,2.6,3.1,4,2.6,4.2
3,37,English (native),Male,Right,Test site,GB,2,4,4,4,4,4,4,4,4,2,2,2,4,4,3,4,3,3,4,3,3,4,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3.6,3.2,2.8,2.8,3.9
12,56,English (native),Female,Right,NA,US,2,3,4,4,1,3,2,3,2,1,3,3,3,4,3,2,2,2,1,2,5,5,5,4,4,5,5,4,5,4,3,3,4,3,3,2,2,5,3,5,4,3,5,4,4,5,3,4,3,4,2.5,2.5,4.6,3.3,3.9
13,22,English (native),Female,Right,Test site,US,4,4,5,4,5,5,4,2,3,2,5,3,4,4,3,2,4,2,3,2,5,4,5,5,5,5,5,5,5,5,2,4,5,3,4,3,5,5,5,3,3,4,3,4,4,5,4,3,3,4,3.8,3.2,4.9,3.9,3.7
3,20,English (native),Male,Left,Test site,GB,3,1,3,2,3,4,5,4,2,1,4,2,3,4,4,1,2,1,4,3,5,3,2,4,5,1,4,3,4,3,1,4,2,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,2.8,2.8,3.4,3.8,4.9
3,43,NA,Female,Right,Test site,GB,4,5,5,5,5,5,5,5,2,4,2,3,4,3,2,3,2,2,4,3,5,4,3,5,5,5,4,4,5,3,3,2,5,4,1,2,1,4,4,4,4,5,5,5,5,5,5,2,5,5,4.5,2.8,4.3,3,4.6
13,31,Not English (native),Male,Right,Google,CR,2,3,3,3,3,5,2,4,3,3,2,2,4,3,2,2,1,1,2,2,5,4,5,5,5,5,5,4,4,4,3,2,3,3,2,3,4,4,1,3,4,4,4,5,4,5,2,4,5,4,3.1,2.1,4.6,2.8,4.1
3,43,English (native),Male,Left,Test site,GB,1,3,5,3,5,4,3,2,1,3,5,3,5,4,1,5,5,5,5,4,4,5,1,5,5,5,5,5,5,5,3,2,5,5,1,2,4,4,3,4,1,5,5,5,5,5,4,2,5,5,3,4.2,4.5,3.3,4.2
3,31,English (native),Female,Right,Test site,US,3,2,3,3,4,5,3,1,3,2,3,1,5,4,1,3,2,2,4,4,5,4,5,5,4,5,4,5,5,5,4,2,5,4,1,4,3,4,4,4,4,3,3,3,5,4,5,2,5,4,2.9,2.9,4.7,3.5,3.8
3,39,Not English (native),Male,Right,Test site,SK,2,3,2,3,2,4,2,3,3,1,3,3,4,1,4,4,3,2,4,5,2,2,3,4,2,5,2,1,4,1,3,4,3,2,2,1,3,2,3,5,2,5,3,5,4,4,5,4,4,5,2.5,3.3,2.6,2.8,4.1
4,24,English (native),Male,Left,Test site,GB,1,1,5,2,4,2,2,2,2,2,1,1,4,3,4,1,2,1,1,2,2,4,3,3,2,2,2,3,3,4,3,5,5,3,4,5,3,3,2,4,3,5,5,5,5,5,5,2,4,5,2.3,2,2.8,3.7,4.4
13,18,Not English (native),Male,Right,Test site,PK,1,5,5,1,5,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,1,4,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,5,5,5,5,5,5,2.2,4.2,4.1,3.4,3.4
3,45,English (native),Female,Right,Test site,US,1,4,4,2,4,5,2,3,3,2,4,3,4,2,2,3,2,2,3,1,5,5,4,4,5,5,4,5,4,4,3,2,4,4,3,2,3,4,2,3,4,3,4,1,4,5,4,4,4,4,3,2.6,4.5,3,3.7
3,29,English (native),Female,Right,Test site,GB,1,2,3,2,4,5,3,2,2,1,3,3,4,4,3,2,2,1,2,2,3,4,4,4,2,2,3,3,4,3,4,5,3,4,1,4,3,4,4,3,5,5,4,5,4,5,4,4,4,5,2.5,2.6,3.2,3.5,4.5
1,22,English (native),Female,Left,NA,US,3,3,3,3,2,3,2,2,3,2,5,4,5,2,3,3,5,4,4,4,2,3,5,3,3,3,3,2,3,3,5,2,4,2,5,3,4,3,4,4,3,3,5,3,3,4,4,3,4,4,2.6,3.9,3,3.6,3.6
3,17,English (native),Male,Right,Google,US,4,3,2,3,3,3,3,1,3,4,2,4,4,3,1,2,1,1,2,4,2,3,3,1,2,1,2,1,1,5,1,1,4,4,2,4,5,4,1,1,4,5,5,5,5,5,5,4,1,5,2.9,2.4,2.1,2.7,4.4
3,14,English (native),Female,Right,Test site,US,3,5,5,5,5,5,3,4,5,5,2,2,4,2,3,2,3,2,2,2,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,5,4,5,4,5,5,4,5,4,4,5,5,4,5,4.5,2.4,4.7,4.1,4.6
3,19,English (native),Male,Right,Test site,US,4,4,4,4,4,5,3,3,4,4,1,1,1,1,1,1,1,1,1,1,3,4,4,3,3,2,4,3,2,4,3,2,3,4,2,2,2,4,2,4,5,5,4,5,5,5,5,5,2,5,3.9,1,3.2,2.8,4.6
12,22,English (native),Male,Right,Google,US,2,2,3,4,3,4,2,4,4,2,4,2,4,4,4,4,4,2,4,4,4,3,3,4,4,4,4,4,4,4,3,2,4,4,2,1,4,2,4,4,4,5,5,4,4,5,4,4,5,4,3,3.6,3.8,3,4.4
3,29,English (native),Female,Right,Test site,PT,1,3,1,2,4,3,1,2,2,1,5,3,5,4,5,5,4,4,4,3,5,4,4,5,3,4,4,4,4,2,1,1,4,3,1,1,4,2,2,4,1,1,3,3,4,2,3,1,5,3,2,4.2,3.9,2.3,2.6
3,16,English (native),Male,Right,Test site,US,2,3,4,3,3,3,2,3,3,2,2,2,2,4,2,3,3,2,4,3,4,3,2,3,4,5,3,4,4,3,3,2,4,3,1,3,4,3,3,4,4,4,4,3,4,5,4,4,4,5,2.8,2.7,3.5,3,4.1
NA,26,English (native),Female,Right,Test site,GB,3,5,4,4,5,5,4,4,4,5,2,2,4,3,3,3,4,3,3,3,5,5,4,5,5,5,5,5,5,4,1,1,3,3,2,2,3,2,1,4,4,3,4,3,3,4,4,3,4,3,4.3,3,4.8,2.2,3.5
3,23,English (native),Male,Right,Test site,GB,3,1,4,1,4,4,2,1,1,4,5,3,5,3,5,5,5,5,5,3,3,4,1,5,4,5,4,5,5,5,4,1,5,1,1,1,1,3,1,3,2,4,5,4,4,5,5,1,5,5,2.5,4.4,4.1,2.1,4
3,32,English (native),Female,Right,Test site,US,3,5,4,4,4,4,4,4,4,4,5,3,5,3,2,3,3,4,3,3,5,5,4,5,5,3,5,4,5,4,4,3,4,4,4,4,5,4,4,5,4,4,5,5,5,5,3,2,4,4,4,3.4,4.5,4.1,4.1
3,30,English (native),Female,Right,Google,US,1,3,4,3,2,5,1,3,3,1,4,4,4,3,4,4,3,2,4,3,5,3,4,4,4,5,4,4,5,4,5,4,4,4,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2.6,3.5,4.2,4.3,5
1,33,English (native),Female,Right,Google,US,1,4,5,5,5,4,5,1,5,1,2,1,2,1,2,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,2,5,2,5,4,5,5,1,2,5,3.6,1.7,5,4.6,3.6
3,18,Not English (native),Male,Right,Google,CA,1,1,3,1,2,2,1,2,3,3,1,1,1,3,2,1,2,1,1,4,3,2,5,1,1,2,1,2,5,4,4,1,5,4,1,1,1,1,1,4,4,5,5,5,5,5,5,4,5,5,1.9,1.7,2.6,2.3,4.8
NA,17,English (native),Female,Right,Test site,US,4,5,5,5,5,5,5,3,5,5,5,4,5,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,2,3,5,4.7,2.2,5,4.6,4
13,15,English (native),Female,Left,Test site,US,4,5,5,4,5,5,4,3,5,1,5,2,5,3,2,4,4,3,3,3,3,5,3,4,4,4,4,5,5,5,3,1,4,2,3,2,3,2,4,4,3,2,5,4,3,5,3,2,5,5,4.1,3.4,4.2,2.8,3.7
3,55,English (native),Female,Right,Test site,US,3,5,4,4,4,5,3,4,4,3,3,3,4,4,2,3,3,3,3,3,4,2,5,4,4,5,4,3,4,4,2,5,5,5,3,5,5,4,2,4,5,4,4,3,4,5,4,5,4,4,3.9,3.1,3.9,4,4.2
3,28,English (native),Female,Right,NA,US,2,2,3,3,3,3,4,2,1,2,5,3,5,3,4,4,2,2,4,2,5,4,5,5,2,4,4,4,4,2,1,4,4,2,2,4,3,3,3,4,1,2,5,2,2,4,3,1,4,2,2.5,3.4,3.9,3,2.6
3,57,English (native),Female,Right,Test site,US,3,4,4,3,4,5,2,1,2,3,3,1,3,2,1,2,2,1,1,1,5,5,5,5,4,5,5,4,5,5,4,1,4,5,2,3,2,5,3,4,4,3,5,3,4,5,3,3,5,5,3.1,1.7,4.8,3.3,4
3,28,English (native),Male,Right,Test site,AU,3,4,4,4,2,3,2,4,4,2,4,5,4,4,4,4,3,2,4,4,2,4,4,4,3,4,4,4,4,4,3,2,4,4,3,3,5,3,4,4,2,5,4,5,5,5,4,2,5,5,3.2,3.8,3.7,3.5,4.2
3,21,English (native),Male,Right,Google,US,3,4,4,2,4,1,5,1,5,1,3,1,4,3,5,5,5,3,5,3,5,4,5,5,5,5,5,3,5,5,2,3,5,2,1,3,5,5,5,5,4,4,5,5,3,5,4,3,5,5,3,3.7,4.7,3.6,4.3
13,21,English (native),Female,Right,Test site,US,2,2,3,1,2,5,1,4,2,1,5,4,5,2,1,5,5,5,5,1,4,3,5,2,5,1,2,3,2,3,4,1,5,3,1,2,5,2,4,4,5,5,4,5,5,5,5,5,5,4,2.3,3.8,3,3.1,4.8
3,21,English (native),Male,Right,Google,US,4,2,5,1,3,2,5,1,5,1,5,1,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,5,5,2,3,5,1,1,2,4,3,5,5,4,2,5,5,3,5,3,4,5,4,2.9,4.3,4.8,3.1,4
3,46,English (native),Female,Right,Google,US,1,4,5,3,5,5,3,3,5,4,3,2,4,3,2,4,2,2,3,3,5,5,5,5,5,5,5,3,5,5,4,2,5,5,2,2,4,3,4,5,5,5,4,5,5,4,5,5,5,5,3.8,2.8,4.8,3.6,4.8
3,25,English (native),Female,Right,Test site,US,1,2,2,2,1,2,1,1,1,1,4,4,5,5,4,2,5,3,4,4,3,2,4,2,2,2,2,2,2,4,5,2,5,4,1,1,5,4,5,4,4,1,4,2,4,4,5,3,5,3,1.4,4,2.5,3.6,3.5
3,51,English (native),Male,Right,Test site,GB,4,5,4,4,4,5,5,4,4,4,1,2,2,2,2,2,2,2,2,2,4,5,3,4,4,2,5,3,2,4,4,4,3,4,2,4,3,4,3,4,5,5,4,4,4,5,4,4,2,4,4.3,1.9,3.6,3.5,4.1
3,19,English (native),Male,Right,Test site,US,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,3,3,3,2,2,2,4,2,4,3,2,3,3,2,3,4,4,3,4,3,3,2,3,4,3,2.3,2,2.8,2.8,3.3
3,20,English (native),Female,Right,Test site,US,1,1,2,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,5,3,2,2,2,1,1,3,2,1,1,3,1,1,5,2,2,5,3,3,1,5,1,1,5,2,3,3,5,1,5,4,1.1,4.7,1.8,2.8,3
3,17,English (native),Female,Right,NA,CA,4,4,2,3,4,4,4,4,4,1,5,4,5,5,4,5,5,5,5,5,3,4,4,2,2,5,3,1,2,4,4,2,4,2,2,2,5,3,5,5,5,2,5,3,5,5,1,5,5,5,3.4,4.8,3,3.4,4.1
3,18,English (native),Female,Right,Test site,US,3,4,2,3,2,4,2,4,3,1,5,3,5,4,4,5,4,5,4,4,4,3,2,4,4,5,4,3,5,3,2,2,4,1,1,1,3,1,3,2,4,4,5,5,4,5,4,4,5,5,2.8,4.3,3.7,2,4.5
3,24,Not English (native),Male,Right,NA,US,5,5,5,4,5,5,4,5,5,4,2,4,4,3,2,2,4,4,2,2,1,5,5,5,5,5,5,5,5,5,2,4,4,4,2,5,4,5,5,5,4,4,4,4,5,5,4,4,5,5,4.7,2.9,4.6,4,4.4
3,47,English (native),Male,Right,Google,NZ,4,4,4,4,5,4,5,3,4,4,2,3,4,2,2,2,4,2,3,2,4,4,3,4,4,2,4,4,3,4,4,4,4,5,3,4,3,5,3,4,5,5,5,5,4,4,4,4,4,4,4.1,2.6,3.6,3.9,4.4
8,22,English (native),Female,Right,Facebook,US,3,5,4,4,3,4,2,1,1,1,5,3,5,4,2,5,5,5,4,3,2,3,5,3,1,5,4,5,3,4,3,4,3,4,5,5,3,3,5,3,2,3,3,4,3,4,3,2,4,3,2.8,4.1,3.5,3.8,3.1
3,27,Not English (native),Male,Right,Test site,PT,3,3,4,2,2,3,2,1,1,1,2,2,5,3,1,3,4,4,4,1,5,4,2,4,5,5,5,4,3,5,4,1,5,3,4,2,4,3,3,3,3,4,5,4,4,4,4,3,5,4,2.2,2.9,4.2,3.2,4
3,17,English (native),Female,Right,Google,AU,3,5,4,3,4,4,5,3,4,4,3,2,4,3,3,3,3,3,3,4,2,4,3,3,4,3,3,4,4,3,4,2,5,3,5,2,3,3,4,4,3,4,4,4,4,5,4,3,4,4,3.9,3.1,3.3,3.5,3.9
11,23,English (native),Male,Right,Google,US,1,3,4,1,2,5,1,1,2,2,4,2,4,4,1,2,2,2,2,4,4,5,4,4,5,4,5,5,3,3,2,4,5,3,2,5,3,4,2,5,4,4,3,4,3,4,3,4,5,2,2.2,2.7,4.2,3.5,3.6
11,17,Not English (native),Male,Right,Google,PH,3,3,4,4,3,3,3,4,3,3,2,2,3,3,2,4,2,3,3,3,4,4,4,4,5,3,5,3,4,3,5,5,4,4,5,4,4,3,4,3,3,4,4,3,4,5,4,2,3,5,3.3,2.7,3.9,4.1,3.7
3,23,English (native),Female,Right,Test site,CA,2,4,5,3,4,5,3,2,2,3,1,1,2,1,1,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,4,3,4,5,4,5,2,5,3,4,5,5,5,5,4,4,5,2,5,5,3.3,1.1,4.9,3.9,4.5
1,24,English (native),Female,Right,Facebook,US,3,1,4,3,3,2,3,3,3,2,3,3,5,4,4,3,4,3,4,2,1,3,3,3,2,4,3,3,3,3,4,3,5,4,3,3,4,5,4,4,3,3,4,3,3,4,4,2,4,3,2.7,3.5,2.8,3.9,3.3
13,21,English (native),Female,Right,Google,US,4,5,5,5,5,5,5,4,5,3,3,4,5,3,2,2,4,2,4,2,2,2,2,3,2,2,3,3,3,4,4,2,4,5,4,3,4,5,4,4,4,3,4,4,5,5,4,3,2,4,4.6,3.1,2.6,3.9,3.8
3,28,Not English (native),Male,Both,Test site,RU,1,4,2,2,3,4,2,2,2,1,5,3,5,4,4,4,5,3,4,4,4,3,2,4,5,5,5,3,4,3,4,4,4,2,3,3,5,2,2,5,4,5,5,5,5,5,5,5,5,5,2.3,4.1,3.8,3.4,4.9
11,22,English (native),Female,Right,Test site,AU,1,1,2,1,1,1,1,1,1,1,5,3,4,4,3,5,3,4,3,4,4,3,5,4,5,5,3,4,4,3,2,3,3,4,3,4,2,5,1,2,5,5,5,5,3,5,5,5,4,4,1.1,3.8,4,2.9,4.6
1,22,English (native),Female,Right,Test site,US,4,4,5,4,4,2,5,4,4,5,4,4,4,5,1,3,4,4,3,4,5,3,4,4,4,4,2,2,2,3,1,1,4,2,2,1,4,2,4,2,5,4,4,5,3,5,4,3,5,5,4.1,3.6,3.3,2.3,4.3
3,30,English (native),Female,Right,.edu,US,4,4,5,5,5,5,5,5,4,4,5,2,4,3,3,2,2,1,1,2,5,5,5,5,5,5,5,5,5,4,3,1,5,4,2,3,4,4,3,3,4,4,5,4,4,5,5,3,5,4,4.6,2.5,4.9,3.2,4.3
13,24,Not English (native),Male,Right,Test site,US,1,4,5,4,3,5,2,1,1,1,1,1,5,5,3,3,2,1,5,1,3,2,5,4,4,1,3,5,1,5,5,5,5,5,2,4,3,3,5,5,1,1,5,1,1,1,5,1,5,3,2.7,2.7,3.3,4.2,2.4
11,25,English (native),Female,Right,NA,MY,2,3,3,2,4,3,2,2,2,2,2,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,2,4,3,4,2,4,4,4,4,3,5,4,2,5,4,2.5,3.4,3.8,3.3,3.9
3,30,English (native),Male,Right,NA,US,3,3,4,3,4,4,2,1,2,2,2,2,3,3,2,2,2,2,2,2,5,5,5,5,5,5,4,5,4,3,4,5,5,4,4,5,5,4,4,4,5,5,5,5,4,5,4,2,5,5,2.8,2.2,4.6,4.4,4.5
